                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     30,                 1.4719,                0.95058,                 1.9047,                0.88272,                 0.8321,                0.87694,                0.70063,                 1.8133,                 1.3083,                 1.9825,             0.00037499,             0.00037499,             0.00037499
                     31,                 1.4463,                0.91293,                 1.8885,                0.87776,                0.82146,                0.88132,                0.70683,                 1.7542,                 1.2272,                 1.9592,             0.00036978,             0.00036978,             0.00036978
                     32,                 1.4415,                0.89305,                 1.8817,                0.85242,                0.86107,                0.87026,                 0.6921,                 1.8116,                 1.2108,                 1.9832,             0.00036457,             0.00036457,             0.00036457
                     33,                 1.4616,                0.91931,                 1.8893,                0.85363,                0.85218,                 0.8722,                0.68044,                 1.8436,                  1.272,                 2.0161,             0.00035936,             0.00035936,             0.00035936
                     34,                 1.4857,                 0.8881,                 1.8748,                0.85395,                0.83255,                0.86707,                0.67418,                 1.8681,                 1.2872,                 2.0021,             0.00035416,             0.00035416,             0.00035416
                     35,                 1.5048,                0.92828,                  1.867,                0.87421,                0.79933,                0.85895,                0.66725,                  1.866,                 1.2833,                 2.0282,             0.00034895,             0.00034895,             0.00034895
                     36,                 1.4474,                0.86916,                 1.8605,                0.86599,                0.86555,                0.88349,                0.69372,                 1.7894,                 1.2018,                 1.9884,             0.00034374,             0.00034374,             0.00034374
                     37,                 1.4062,                0.88661,                 1.8608,                 0.8716,                0.83375,                0.88524,                0.69684,                 1.7991,                 1.1207,                 1.9976,             0.00033853,             0.00033853,             0.00033853
                     38,                 1.3806,                0.83845,                 1.8593,                0.85411,                0.84693,                0.88247,                0.69368,                 1.7802,                 1.1646,                  1.995,             0.00033333,             0.00033333,             0.00033333
                     39,                 1.3727,                0.83702,                 1.8643,                 0.8666,                0.85248,                0.88639,                0.70101,                 1.7648,                 1.1521,                 2.0003,             0.00032812,             0.00032812,             0.00032812
                     40,                 1.4493,                0.87124,                 1.8506,                 0.8783,                0.83256,                0.88008,                 0.6976,                 1.7791,                 1.1943,                 1.9898,             0.00032291,             0.00032291,             0.00032291
                     41,                 1.3903,                0.90075,                  1.878,                0.84904,                0.81652,                0.86772,                0.69314,                 1.7584,                 1.2893,                 1.9594,              0.0003177,              0.0003177,              0.0003177
                     42,                 1.4358,                0.87187,                 1.8253,                0.86702,                0.81366,                0.87198,                0.68537,                 1.8401,                 1.3416,                 1.9761,              0.0003125,              0.0003125,              0.0003125
                     43,                 1.3813,                0.82035,                 1.8049,                0.88191,                0.84747,                0.88512,                0.69883,                 1.7617,                 1.1813,                 1.9738,             0.00030729,             0.00030729,             0.00030729
                     44,                 1.3786,                0.87507,                 1.8787,                0.86856,                0.85756,                0.88328,                0.69815,                 1.8043,                 1.2205,                 1.9778,             0.00030208,             0.00030208,             0.00030208
                     45,                 1.3491,                 0.8068,                 1.8389,                0.84112,                0.86359,                0.88136,                0.68969,                 1.8205,                 1.2037,                 2.0055,             0.00029687,             0.00029687,             0.00029687
                     46,                 1.3411,                0.77466,                 1.8782,                  0.869,                0.81206,                0.86859,                0.68545,                 1.8078,                 1.3851,                 2.0122,             0.00029167,             0.00029167,             0.00029167
                     47,                 1.3767,                0.79144,                 1.8425,                0.88192,                0.83794,                0.88758,                0.69998,                 1.8033,                 1.1376,                 2.0078,             0.00028646,             0.00028646,             0.00028646
                     48,                 1.3768,                0.77278,                 1.8316,                0.88635,                0.83389,                0.88743,                0.69661,                 1.8055,                 1.2038,                 2.0054,             0.00028125,             0.00028125,             0.00028125
                     49,                 1.3255,                 0.7841,                 1.8642,                0.86572,                0.84992,                0.88771,                0.70767,                 1.7798,                 1.1851,                 1.9717,             0.00027604,             0.00027604,             0.00027604
                     50,                 1.2802,                0.72179,                 1.8066,                 0.8651,                0.87426,                0.89521,                0.70533,                 1.7897,                 1.1243,                 1.9825,             0.00027084,             0.00027084,             0.00027084
                     51,                 1.2509,                 0.7913,                 1.8376,                0.89145,                0.83034,                0.88678,                0.70693,                 1.7617,                 1.2226,                 1.9635,             0.00026563,             0.00026563,             0.00026563
                     52,                  1.297,                0.73824,                 1.8006,                0.87929,                0.84608,                0.88057,                0.69719,                 1.7976,                 1.1862,                 1.9885,             0.00026042,             0.00026042,             0.00026042
                     53,                 1.3224,                0.76506,                 1.8112,                0.86987,                0.82729,                0.87892,                0.69285,                 1.7818,                 1.2489,                 1.9914,             0.00025522,             0.00025522,             0.00025522
                     54,                 1.2503,                0.73096,                 1.8379,                0.86051,                0.86097,                0.89498,                0.70862,                 1.7607,                 1.1049,                 1.9808,             0.00025001,             0.00025001,             0.00025001
                     55,                 1.2511,                0.72242,                 1.7962,                0.87276,                0.86077,                0.88579,                0.70116,                 1.7868,                 1.2742,                 1.9852,              0.0002448,              0.0002448,              0.0002448
                     56,                   1.34,                0.74962,                 1.7784,                0.89563,                0.84133,                0.89105,                0.69996,                 1.8041,                 1.1731,                 1.9849,             0.00023959,             0.00023959,             0.00023959
                     57,                 1.2602,                0.70567,                 1.7975,                0.86271,                0.86546,                0.89237,                0.70051,                 1.8176,                 1.1482,                 1.9884,             0.00023439,             0.00023439,             0.00023439
                     58,                 1.2484,                 0.6784,                  1.789,                  0.882,                0.85637,                0.89281,                 0.7129,                 1.8036,                 1.1844,                 1.9688,             0.00022918,             0.00022918,             0.00022918
                     59,                 1.2544,                0.69416,                 1.7849,                0.87859,                  0.845,                0.88677,                0.70558,                 1.7777,                  1.181,                 1.9697,             0.00022397,             0.00022397,             0.00022397
                     60,                 1.2365,                0.67641,                 1.7778,                0.87224,                0.85137,                0.88683,                0.70709,                 1.7743,                 1.1638,                 1.9754,             0.00021876,             0.00021876,             0.00021876
                     61,                 1.2108,                0.69532,                 1.7903,                0.87211,                 0.8339,                0.88195,                0.69841,                  1.789,                 1.1943,                 1.9851,             0.00021356,             0.00021356,             0.00021356
                     62,                 1.2353,                0.66082,                 1.7918,                0.86984,                0.84048,                0.88314,                0.70533,                   1.77,                 1.1775,                 2.0287,             0.00020835,             0.00020835,             0.00020835
                     63,                 1.1714,                0.65982,                  1.783,                0.86777,                0.85165,                0.88951,                 0.7007,                 1.7985,                 1.1955,                 2.0287,             0.00020314,             0.00020314,             0.00020314
                     64,                 1.1843,                0.66632,                 1.7824,                0.87006,                0.84832,                0.88751,                0.70213,                 1.7857,                 1.2165,                  1.997,             0.00019793,             0.00019793,             0.00019793
                     65,                 1.1766,                0.66365,                 1.7712,                0.88262,                0.85213,                0.89043,                0.70422,                 1.8045,                 1.2068,                 1.9841,             0.00019273,             0.00019273,             0.00019273
                     66,                 1.1626,                  0.634,                 1.7725,                0.89441,                0.83828,                0.88722,                0.70295,                 1.7804,                  1.188,                 1.9827,             0.00018752,             0.00018752,             0.00018752
                     67,                  1.152,                 0.6408,                 1.7749,                 0.8885,                0.85329,                0.88704,                0.70212,                 1.8131,                 1.1805,                 1.9905,             0.00018231,             0.00018231,             0.00018231
                     68,                 1.1212,                 0.6185,                 1.7658,                0.87711,                0.85679,                0.89199,                 0.7091,                 1.7827,                 1.1925,                 1.9966,              0.0001771,              0.0001771,              0.0001771
                     69,                 1.1209,                0.66313,                   1.77,                0.88486,                0.86183,                0.89171,                0.70513,                 1.8096,                 1.1825,                 2.0077,              0.0001719,              0.0001719,              0.0001719
                     70,                 1.1603,                0.62888,                 1.7677,                0.87784,                 0.8448,                0.88717,                0.70328,                 1.7828,                 1.2115,                 1.9916,             0.00016669,             0.00016669,             0.00016669
                     71,                  1.143,                0.62994,                 1.7623,                0.88774,                0.84748,                0.88381,                0.70471,                 1.7891,                 1.1868,                 1.9868,             0.00016148,             0.00016148,             0.00016148
                     72,                 1.1224,                0.62228,                 1.7554,                0.88809,                0.83798,                0.88493,                0.70301,                 1.7913,                 1.2192,                 2.0072,             0.00015627,             0.00015627,             0.00015627
                     73,                 1.1232,                0.59918,                 1.7413,                0.89073,                0.84111,                0.88587,                0.70447,                 1.7683,                 1.2379,                  2.006,             0.00015107,             0.00015107,             0.00015107
                     74,                 1.1224,                0.61278,                 1.7476,                 0.9063,                0.83465,                0.88689,                0.70089,                  1.819,                 1.2299,                  2.022,             0.00014586,             0.00014586,             0.00014586
                     75,                 1.1216,                0.61815,                 1.8009,                 0.8852,                0.84689,                0.88703,                0.70367,                 1.7989,                 1.2592,                  2.008,             0.00014065,             0.00014065,             0.00014065
                     76,                 1.0977,                0.60382,                 1.7599,                0.88541,                0.85496,                0.89117,                0.70353,                 1.8035,                 1.1972,                 2.0031,             0.00013544,             0.00013544,             0.00013544
                     77,                  1.096,                 0.6015,                 1.7343,                0.86231,                0.85251,                0.88922,                0.70321,                 1.7875,                 1.2207,                 2.0023,             0.00013024,             0.00013024,             0.00013024
                     78,                 1.1049,                0.62717,                 1.7628,                0.88638,                0.85071,                0.89122,                 0.7105,                 1.7667,                  1.225,                 2.0051,             0.00012503,             0.00012503,             0.00012503
                     79,                 1.0654,                0.59708,                 1.7518,                0.90277,                0.83105,                0.89115,                0.70817,                 1.7889,                  1.203,                 2.0029,             0.00011982,             0.00011982,             0.00011982
                     80,                 1.1094,                0.61069,                 1.7629,                0.90206,                0.82473,                0.89031,                0.70737,                 1.7768,                 1.2304,                 2.0014,             0.00011462,             0.00011462,             0.00011462
                     81,                 1.0998,                 0.6106,                 1.7222,                0.87448,                0.84874,                0.89114,                0.71102,                 1.7868,                 1.2325,                 2.0028,             0.00010941,             0.00010941,             0.00010941
                     82,                  1.047,                0.55559,                  1.721,                0.87702,                0.85767,                0.89114,                0.71198,                 1.7766,                 1.2192,                  2.014,              0.0001042,              0.0001042,              0.0001042
                     83,                 1.0227,                0.55276,                 1.7407,                0.87828,                0.85317,                 0.8904,                0.70816,                 1.7929,                 1.2332,                 2.0156,             9.8993e-05,             9.8993e-05,             9.8993e-05
                     84,                 1.0953,                0.59136,                 1.7315,                0.87433,                0.85452,                0.89204,                0.71072,                 1.7879,                 1.2177,                 2.0185,             9.3786e-05,             9.3786e-05,             9.3786e-05
                     85,                  1.057,                0.57627,                 1.7326,                0.89876,                0.82946,                0.88856,                 0.7069,                 1.7789,                 1.2425,                 2.0242,             8.8578e-05,             8.8578e-05,             8.8578e-05
                     86,                 1.0923,                0.58679,                 1.7175,                0.87957,                0.84723,                 0.8871,                0.70833,                 1.7914,                  1.254,                 2.0199,             8.3371e-05,             8.3371e-05,             8.3371e-05
                     87,                 1.0119,                0.56115,                 1.7352,                0.89075,                0.83506,                0.89095,                0.70876,                 1.7677,                 1.2427,                 2.0134,             7.8164e-05,             7.8164e-05,             7.8164e-05
                     88,                0.96387,                0.53431,                 1.7322,                0.89583,                0.83809,                0.88943,                0.71047,                 1.7714,                 1.2438,                  2.017,             7.2956e-05,             7.2956e-05,             7.2956e-05
                     89,                0.98783,                0.53798,                 1.7007,                0.88132,                0.85346,                0.89126,                0.70988,                 1.7908,                  1.242,                 2.0211,             6.7749e-05,             6.7749e-05,             6.7749e-05
                     90,                0.99892,                0.55978,                 1.7141,                0.89575,                0.84711,                 0.8923,                0.71306,                 1.7775,                 1.2266,                 2.0162,             6.2541e-05,             6.2541e-05,             6.2541e-05
                     91,                0.98478,                0.49523,                  1.698,                0.88844,                0.83826,                0.88892,                0.71123,                 1.8075,                 1.2376,                 2.0278,             5.7334e-05,             5.7334e-05,             5.7334e-05
                     92,                0.93211,                0.46694,                 1.6944,                0.89711,                0.83845,                0.88836,                0.70847,                 1.7987,                  1.243,                 2.0262,             5.2127e-05,             5.2127e-05,             5.2127e-05
                     93,                0.93105,                0.46582,                 1.6973,                0.88615,                0.85379,                0.89321,                0.71179,                 1.7887,                 1.2411,                 2.0244,             4.6919e-05,             4.6919e-05,             4.6919e-05
                     94,                0.92575,                0.44367,                 1.7074,                0.89205,                0.85145,                0.89007,                 0.7106,                 1.7822,                 1.2302,                 2.0259,             4.1712e-05,             4.1712e-05,             4.1712e-05
                     95,                0.90435,                0.44815,                 1.6953,                0.88618,                0.84616,                0.88917,                0.71055,                 1.7843,                   1.25,                 2.0259,             3.6504e-05,             3.6504e-05,             3.6504e-05
                     96,                0.87614,                0.43337,                 1.6643,                0.87769,                0.84449,                0.88902,                0.70685,                 1.8095,                 1.2738,                 2.0351,             3.1297e-05,             3.1297e-05,             3.1297e-05
                     97,                0.87835,                0.43139,                 1.6839,                0.87356,                0.85896,                0.88826,                0.70443,                 1.8065,                 1.2631,                 2.0375,              2.609e-05,              2.609e-05,              2.609e-05
                     98,                0.90352,                0.43565,                 1.6854,                0.87803,                0.85498,                0.88879,                 0.7073,                 1.7856,                 1.2444,                 2.0356,             2.0882e-05,             2.0882e-05,             2.0882e-05
                     99,                0.88247,                0.44666,                 1.6952,                0.88907,                0.84524,                0.89054,                0.70961,                 1.7878,                 1.2416,                 2.0341,             1.5675e-05,             1.5675e-05,             1.5675e-05
                    100,                0.84808,                0.42907,                 1.6819,                0.88407,                0.85063,                0.89392,                0.71211,                 1.7893,                 1.2436,                 2.0331,             1.0467e-05,             1.0467e-05,             1.0467e-05
